col_date,col_mois,col_saison,col_mode_transport,col_ville,col_capacite_places,col_capacite_debout,col_capacite_totale,col_taux_occupation_moyen,col_voyageurs_moyen,col_voyageurs_max,col_nb_services_jour,col_km_parcourus_mensuel,col_source
2024-01-17 00:00:00,4.41,3.35,RER,Montpellier,120,5,50,2.34,1.56,6.65,1.84,6.21,RATP_Open_Data_2024
2024-06-08 00:00:00,4.87,8.53,Bus RATP,Paris,5,350,120,1.26,4.2,1.83,8.26,7.05,Data.gouv.fr
2024-05-07 00:00:00,7.53,6.36,Métro,Paris,800,120,5,4.22,2.72,7.98,1.98,6.15,Météo-France
2024-05-14 00:00:00,1.96,3.64,Métro,Strasbourg,800,5,5,5.41,1.42,1.69,2.91,3.92,Airparif
2024-11-14 00:00:00,1.29,1.48,TGV,Toulouse,120,800,50,7.59,2.93,1.86,6.46,5.39,Météo-France
2024-01-18 00:00:00,7.53,7.74,Transilien,Nice,5,800,5,7.35,3.24,3.62,3.33,5.11,Airparif
2024-06-20 00:00:00,6.2,1.6,Tramway,Nice,800,350,350,5.86,1.42,4.62,7.06,6.11,Airparif
2024-08-31 00:00:00,8.0,6.93,RER,Bordeaux,120,5,350,7.43,1.46,5.68,4.65,2.23,Météo-France
2024-05-30 00:00:00,2.71,2.3,Métro,Nice,350,350,5,1.3,2.11,4.14,8.05,2.14,SNCF_Open_Data
2024-04-27 00:00:00,4.36,5.99,TGV,Paris,50,5,50,1.54,2.46,7.57,6.04,3.95,Data.gouv.fr
2024-07-25 00:00:00,7.51,3.22,Bus RATP,Strasbourg,50,120,350,5.54,3.2,2.96,2.18,7.0,Météo-France
2024-07-12 00:00:00,3.34,2.66,Tramway,Lille,5,800,50,8.74,3.62,4.02,5.3,8.23,Airparif
2024-12-23 00:00:00,7.39,7.84,Transilien,Lyon,5,800,50,1.8,2.59,8.5,6.48,5.18,SNCF_Open_Data
2024-05-05 00:00:00,8.26,6.07,TGV,Lille,5,120,50,5.04,7.78,1.29,6.13,3.96,SNCF_Open_Data
2024-02-25 00:00:00,2.33,7.97,Tramway,Marseille,5,5,50,4.34,5.42,2.17,8.35,2.4,RATP_Open_Data_2024
2024-10-22 00:00:00,8.52,6.41,TGV,Lille,800,800,120,6.63,6.61,7.77,4.49,2.2,Météo-France
2024-06-11 00:00:00,5.22,3.4,Tramway,Marseille,120,50,120,5.79,4.68,4.34,4.24,5.52,Airparif
2024-08-19 00:00:00,5.69,5.94,Tramway,Lyon,800,50,120,5.68,2.64,6.98,8.7,4.01,RATP_Open_Data_2024
2024-10-08 00:00:00,5.5,3.24,Bus RATP,Bordeaux,120,120,350,1.81,5.17,4.81,6.78,5.82,Météo-France
2024-04-03 00:00:00,7.96,6.83,RER,Bordeaux,350,120,800,2.18,1.26,6.35,7.51,1.75,RATP_Open_Data_2024
2024-05-27 00:00:00,4.79,3.31,Transilien,Montpellier,800,50,50,5.35,4.16,7.36,1.22,7.05,SNCF_Open_Data
2024-01-13 00:00:00,3.15,7.3,RER,Marseille,5,5,800,6.85,1.23,4.59,2.5,5.29,Airparif
2024-09-17 00:00:00,6.32,3.51,TGV,Strasbourg,50,120,5,3.9,7.32,5.65,5.45,3.13,SNCF_Open_Data
2024-12-12 00:00:00,2.98,5.45,Transilien,Nantes,5,800,350,1.3,4.35,8.2,6.16,3.4,Airparif
2024-10-18 00:00:00,1.63,2.95,Métro,Nice,120,350,5,4.74,3.58,8.64,8.76,4.09,Météo-France
2024-10-29 00:00:00,7.3,6.32,RER,Toulouse,5,120,350,6.81,2.65,8.28,8.58,2.79,Airparif
2024-10-26 00:00:00,3.6,1.41,Bus RATP,Nantes,50,50,350,6.69,1.99,4.49,4.79,3.65,RATP_Open_Data_2024
2024-05-18 00:00:00,7.4,7.33,Transilien,Lyon,800,350,120,5.61,5.67,4.78,7.95,1.84,RATP_Open_Data_2024
2024-12-07 00:00:00,4.4,4.42,Bus RATP,Nantes,350,800,350,6.99,7.78,3.21,3.89,7.74,Data.gouv.fr
2024-09-14 00:00:00,8.57,1.71,TER,Paris,350,350,800,4.52,7.63,2.13,4.64,6.15,Data.gouv.fr
2024-05-02 00:00:00,2.83,5.68,Bus RATP,Nice,5,800,800,6.09,5.31,6.81,1.26,6.1,SNCF_Open_Data
2024-01-24 00:00:00,3.6,5.94,Bus RATP,Nice,800,5,120,6.5,1.76,7.81,6.48,4.35,Météo-France
2024-09-04 00:00:00,6.49,2.89,Transilien,Lyon,800,120,5,7.45,5.22,4.4,6.28,7.7,Airparif
2024-07-06 00:00:00,1.39,3.31,RER,Montpellier,120,350,50,8.33,5.88,5.1,7.28,7.99,RATP_Open_Data_2024
2024-04-12 00:00:00,1.34,1.65,TER,Nantes,350,120,120,2.19,7.96,8.65,2.26,3.04,Airparif
2024-08-09 00:00:00,2.32,2.15,TGV,Marseille,120,50,800,4.15,4.55,3.48,1.52,2.01,RATP_Open_Data_2024
2024-08-25 00:00:00,8.07,1.32,Métro,Lille,5,350,50,7.53,6.17,5.87,8.76,7.35,Airparif
2024-04-19 00:00:00,7.38,2.68,TGV,Montpellier,350,5,50,3.56,1.3,6.22,3.86,8.15,Data.gouv.fr
2024-09-10 00:00:00,3.86,6.7,Tramway,Nice,5,120,120,5.32,1.26,3.29,7.54,2.13,Météo-France
2024-07-23 00:00:00,3.36,8.11,RER,Nice,350,350,50,7.14,2.53,4.08,8.14,1.61,Météo-France
2024-07-03 00:00:00,1.57,3.63,Transilien,Toulouse,120,120,350,7.2,7.07,5.85,7.34,4.49,Data.gouv.fr
2024-07-18 00:00:00,2.26,4.2,Bus RATP,Lille,5,120,350,2.11,2.73,7.53,3.02,4.82,Airparif
2024-06-04 00:00:00,2.84,3.78,Tramway,Lyon,800,800,50,8.24,2.49,2.79,7.79,5.78,Météo-France
2024-09-21 00:00:00,6.75,3.05,Tramway,Toulouse,800,350,350,4.19,6.61,4.0,4.51,1.87,RATP_Open_Data_2024
2024-02-19 00:00:00,4.08,5.05,RER,Paris,800,800,50,4.3,6.17,6.82,7.25,5.37,RATP_Open_Data_2024
2024-07-03 00:00:00,6.94,4.46,TGV,Strasbourg,350,350,50,7.11,1.85,4.01,6.83,1.36,Airparif
2024-06-20 00:00:00,2.97,5.23,Transilien,Paris,350,120,5,4.76,7.78,5.91,5.51,1.32,Data.gouv.fr
2024-02-19 00:00:00,2.83,1.74,RER,Montpellier,800,50,800,6.53,4.91,5.55,8.65,7.54,SNCF_Open_Data
2024-06-25 00:00:00,5.69,7.4,Bus RATP,Bordeaux,5,50,5,3.86,7.6,7.17,5.28,4.56,Météo-France
2024-04-23 00:00:00,2.2,3.82,TER,Lyon,5,5,350,6.35,4.52,3.64,7.67,4.54,Data.gouv.fr
2024-09-30 00:00:00,2.1,8.21,TGV,Lyon,120,800,50,2.88,4.74,8.43,2.3,4.33,Météo-France
2024-10-22 00:00:00,5.44,2.93,TER,Nantes,120,350,350,5.39,2.57,5.18,4.38,1.81,Airparif
2024-09-28 00:00:00,5.06,4.43,Bus RATP,Nice,5,5,120,5.05,8.75,7.31,7.25,6.2,RATP_Open_Data_2024
2024-01-11 00:00:00,4.04,1.34,RER,Nice,120,50,800,7.38,1.9,3.57,1.67,2.91,Airparif
2024-03-04 00:00:00,2.1,6.04,Tramway,Paris,350,120,800,1.68,1.32,6.34,8.3,2.35,SNCF_Open_Data
2024-03-07 00:00:00,2.55,8.11,Transilien,Nice,5,120,50,2.3,4.22,7.8,3.07,2.64,Data.gouv.fr
2024-11-25 00:00:00,2.42,8.47,Tramway,Marseille,5,5,50,3.58,8.26,7.48,4.99,5.65,RATP_Open_Data_2024
2024-12-01 00:00:00,7.6,2.23,Transilien,Lille,50,50,800,1.51,6.78,2.66,4.83,6.46,Météo-France
2024-07-04 00:00:00,2.96,7.65,Tramway,Lille,5,350,120,7.68,6.06,7.61,4.14,3.61,Météo-France
2024-06-09 00:00:00,7.87,2.96,TGV,Nantes,5,350,50,5.67,5.5,1.61,1.31,3.97,Data.gouv.fr
2024-09-27 00:00:00,6.62,1.35,RER,Paris,800,350,800,7.59,7.79,5.38,7.61,3.64,Airparif
2024-05-26 00:00:00,1.44,5.58,TER,Lyon,120,350,120,5.54,7.32,6.74,5.43,4.69,RATP_Open_Data_2024
2024-11-09 00:00:00,1.66,7.7,Tramway,Bordeaux,350,120,350,1.47,6.86,1.24,4.34,3.75,SNCF_Open_Data
2024-08-06 00:00:00,4.31,2.75,Bus RATP,Lille,5,800,120,8.34,6.02,1.49,1.36,2.0,RATP_Open_Data_2024
2024-04-15 00:00:00,2.65,6.05,Métro,Lille,50,800,120,4.39,7.0,3.36,5.71,7.23,Météo-France
2024-03-23 00:00:00,5.68,2.77,Transilien,Lyon,800,50,120,6.14,1.41,1.32,8.23,4.14,SNCF_Open_Data
2024-07-05 00:00:00,6.77,3.64,TGV,Montpellier,800,350,800,8.18,8.49,3.51,2.67,7.86,Airparif
2024-09-29 00:00:00,7.52,8.59,TGV,Lyon,5,350,5,4.11,6.27,5.3,2.44,7.1,SNCF_Open_Data
2024-02-06 00:00:00,4.86,3.82,Tramway,Lille,50,800,5,8.04,6.27,6.82,2.43,3.14,Airparif
2024-07-08 00:00:00,8.3,8.4,TGV,Bordeaux,800,350,800,7.73,1.44,4.83,7.61,4.68,Météo-France
2024-12-11 00:00:00,2.74,6.68,Métro,Nantes,50,350,5,7.9,8.41,1.77,3.87,4.28,Météo-France
2024-04-18 00:00:00,2.03,4.17,Tramway,Lyon,800,5,350,6.61,2.59,7.58,5.93,4.11,Météo-France
2024-10-30 00:00:00,2.27,8.48,RER,Nantes,50,800,50,2.47,7.07,5.88,8.63,2.02,RATP_Open_Data_2024
2024-12-17 00:00:00,8.14,3.39,TER,Paris,120,50,50,6.0,8.17,3.54,6.28,6.64,Data.gouv.fr
2024-09-20 00:00:00,1.96,5.75,TER,Marseille,350,120,350,7.98,2.61,7.55,8.47,7.69,Météo-France
2024-12-19 00:00:00,7.91,3.4,Tramway,Marseille,50,350,120,2.59,8.03,3.6,1.61,7.93,RATP_Open_Data_2024
2024-08-06 00:00:00,6.27,4.29,TER,Marseille,50,350,5,2.29,7.74,1.28,1.92,4.25,Data.gouv.fr
2024-01-04 00:00:00,7.6,1.99,Bus RATP,Marseille,120,350,350,6.7,8.2,2.86,4.26,1.23,Météo-France
2024-12-12 00:00:00,2.66,2.62,Bus RATP,Toulouse,120,120,120,7.96,8.5,6.93,1.76,1.63,Data.gouv.fr
2024-02-20 00:00:00,4.33,2.81,Bus RATP,Strasbourg,350,800,50,2.44,6.65,5.5,6.47,2.79,Data.gouv.fr
2024-08-17 00:00:00,1.86,1.89,TER,Lyon,5,50,50,5.47,5.36,5.09,3.26,7.24,SNCF_Open_Data
2024-11-13 00:00:00,4.88,5.41,TGV,Paris,350,350,350,7.98,8.72,2.67,3.62,1.48,Airparif
2024-05-13 00:00:00,5.5,5.79,Tramway,Bordeaux,50,800,800,1.82,5.98,7.42,6.07,3.27,Airparif
2024-01-25 00:00:00,1.48,5.5,TGV,Lille,800,120,120,5.93,3.64,7.03,6.68,2.09,RATP_Open_Data_2024
2024-04-11 00:00:00,4.67,7.84,Bus RATP,Toulouse,350,120,800,5.48,4.41,3.92,2.64,7.96,RATP_Open_Data_2024
2024-05-03 00:00:00,8.5,8.09,Transilien,Lyon,5,50,120,4.33,8.25,8.71,6.42,4.0,RATP_Open_Data_2024
2024-04-14 00:00:00,5.85,7.54,TER,Nice,120,50,120,5.77,8.78,6.17,6.97,1.25,Data.gouv.fr
2024-08-27 00:00:00,5.07,3.91,RER,Marseille,50,800,50,4.32,6.51,2.5,5.42,5.23,Météo-France
2024-01-26 00:00:00,5.18,3.78,Tramway,Paris,50,50,120,2.94,7.6,8.6,3.37,6.97,Data.gouv.fr
2024-09-03 00:00:00,3.97,1.73,Transilien,Toulouse,50,800,5,1.22,8.36,7.1,5.84,7.97,Airparif
2024-08-15 00:00:00,4.6,1.83,Transilien,Bordeaux,120,350,800,4.89,3.71,6.47,5.73,1.93,Data.gouv.fr
2024-06-22 00:00:00,5.73,3.42,Métro,Nantes,350,50,50,3.85,2.9,8.3,3.25,6.59,Data.gouv.fr
2024-07-06 00:00:00,2.63,2.31,Tramway,Paris,800,800,50,5.16,6.62,4.8,7.06,5.08,Airparif
2024-05-10 00:00:00,2.92,1.99,Bus RATP,Nice,120,800,50,7.56,7.41,7.82,4.25,4.76,RATP_Open_Data_2024
2024-11-24 00:00:00,7.12,2.15,Transilien,Bordeaux,120,800,800,3.0,3.91,6.09,7.5,8.66,Météo-France
2024-11-09 00:00:00,6.09,7.1,Bus RATP,Marseille,350,800,800,2.63,2.5,1.73,2.89,2.71,Data.gouv.fr
2024-11-16 00:00:00,3.74,7.69,Métro,Toulouse,350,5,120,5.36,4.58,7.43,5.57,1.62,Airparif
2024-08-30 00:00:00,1.27,8.75,Métro,Nantes,800,120,50,5.05,7.77,8.7,8.59,2.5,RATP_Open_Data_2024
2024-05-16 00:00:00,4.75,2.08,Bus RATP,Marseille,50,5,350,4.79,4.63,4.82,4.27,5.49,Data.gouv.fr
2024-04-26 00:00:00,5.61,1.49,RER,Marseille,5,5,350,6.94,3.98,2.89,4.09,8.31,Data.gouv.fr
2024-07-11 00:00:00,7.49,2.85,Métro,Nice,5,800,5,5.67,3.81,6.4,1.85,8.17,RATP_Open_Data_2024
2024-08-19 00:00:00,3.05,6.44,Bus RATP,Nantes,50,5,5,2.41,4.64,1.83,8.05,3.68,Airparif
2024-02-17 00:00:00,7.18,3.27,RER,Lyon,800,5,120,5.2,3.25,1.54,2.09,8.35,SNCF_Open_Data
2024-01-28 00:00:00,8.0,3.89,TER,Nice,800,800,120,8.75,4.82,4.48,7.85,1.33,Météo-France
2024-04-03 00:00:00,8.03,3.31,Métro,Nantes,350,5,800,1.26,7.45,6.73,6.77,1.68,SNCF_Open_Data
2024-04-23 00:00:00,8.54,1.8,Transilien,Marseille,5,120,800,7.33,4.21,6.39,4.17,8.19,Data.gouv.fr
2024-01-24 00:00:00,5.6,3.48,Tramway,Montpellier,50,350,120,1.2,1.5,8.27,1.93,3.15,Data.gouv.fr
2024-11-27 00:00:00,5.07,1.66,Transilien,Strasbourg,5,350,50,6.84,6.66,6.98,4.97,7.59,RATP_Open_Data_2024
2024-09-28 00:00:00,3.33,2.37,Tramway,Nantes,350,800,50,5.25,7.66,4.6,6.19,6.19,Data.gouv.fr
2024-10-09 00:00:00,1.4,4.99,RER,Strasbourg,800,800,120,7.05,3.21,5.67,4.85,7.9,Météo-France
2024-09-10 00:00:00,5.05,4.26,Tramway,Paris,350,50,120,1.86,6.79,2.25,2.48,2.87,Airparif
2024-12-24 00:00:00,7.01,2.19,Transilien,Nice,50,350,5,6.9,8.3,7.8,5.46,1.5,Météo-France
2024-04-28 00:00:00,2.85,5.37,TGV,Lille,5,350,50,6.54,4.45,7.59,7.02,6.38,Airparif
2024-05-17 00:00:00,2.82,1.56,TGV,Nantes,120,800,350,5.65,3.5,6.44,5.8,3.05,SNCF_Open_Data
2024-07-09 00:00:00,8.18,6.79,Tramway,Nice,50,350,350,8.29,6.56,2.84,8.04,5.3,Météo-France
2024-10-07 00:00:00,7.89,8.1,TGV,Paris,800,350,800,8.05,4.51,6.0,6.95,3.38,Airparif
2024-04-16 00:00:00,4.8,6.98,Transilien,Strasbourg,800,800,5,4.83,5.68,7.66,7.62,5.62,Data.gouv.fr
2024-08-23 00:00:00,1.91,1.95,Métro,Nice,350,50,50,6.01,2.18,6.84,8.0,2.84,Airparif
2024-07-23 00:00:00,2.72,2.32,TER,Marseille,800,5,120,1.75,5.98,3.78,5.25,2.71,SNCF_Open_Data
2024-08-24 00:00:00,6.3,4.39,Tramway,Paris,5,350,350,3.9,8.36,8.54,8.73,1.48,Météo-France
2024-08-30 00:00:00,8.73,5.41,Métro,Nantes,120,50,50,8.4,6.83,6.99,6.0,5.84,Data.gouv.fr
2024-10-27 00:00:00,6.46,3.44,Tramway,Montpellier,50,350,50,1.8,4.7,2.21,4.3,4.86,SNCF_Open_Data
2024-02-20 00:00:00,8.07,7.55,Métro,Lyon,350,350,350,7.39,3.79,8.38,8.33,3.59,Météo-France
2024-11-29 00:00:00,1.61,1.27,Tramway,Lille,800,350,5,5.87,3.49,1.3,5.29,7.05,Météo-France
2024-08-26 00:00:00,2.92,7.63,Métro,Lille,5,50,5,6.25,2.61,4.05,7.85,1.96,Airparif
2024-02-25 00:00:00,4.07,4.77,Bus RATP,Toulouse,350,800,800,2.79,5.5,7.04,4.84,4.19,RATP_Open_Data_2024
2024-05-27 00:00:00,8.69,2.86,TGV,Paris,350,800,800,4.93,2.35,7.22,5.32,3.24,Data.gouv.fr
2024-07-21 00:00:00,4.79,5.18,RER,Paris,120,800,120,4.57,5.15,5.56,2.35,3.66,Météo-France
2024-08-21 00:00:00,4.93,2.97,TER,Strasbourg,5,120,5,5.74,4.97,1.21,2.28,3.56,RATP_Open_Data_2024
2024-01-06 00:00:00,2.47,6.05,TGV,Lyon,350,120,50,3.35,3.04,5.88,4.99,3.82,Data.gouv.fr
2024-11-11 00:00:00,2.55,2.23,Métro,Nice,800,120,5,1.29,3.7,7.14,2.79,3.05,SNCF_Open_Data
2024-06-01 00:00:00,5.94,4.33,Bus RATP,Nice,5,5,5,7.75,7.45,2.73,4.77,4.75,RATP_Open_Data_2024
2024-12-24 00:00:00,3.53,4.09,Transilien,Montpellier,50,800,800,6.94,1.92,4.47,6.89,1.87,SNCF_Open_Data
2024-08-30 00:00:00,8.07,4.19,Tramway,Toulouse,120,800,800,2.44,4.39,2.09,6.49,3.98,Météo-France
2024-07-17 00:00:00,1.58,4.25,Transilien,Bordeaux,120,800,800,6.16,1.22,2.54,5.03,8.5,RATP_Open_Data_2024
2024-04-24 00:00:00,4.7,2.11,Métro,Toulouse,800,50,50,5.12,3.18,7.56,4.26,3.06,Airparif
2024-07-04 00:00:00,2.16,7.65,Transilien,Nice,120,350,120,1.68,1.46,7.98,6.28,3.67,Météo-France
2024-11-24 00:00:00,6.83,3.44,RER,Bordeaux,120,120,120,6.65,6.98,8.5,8.46,5.43,Airparif
2024-07-21 00:00:00,5.61,7.32,Tramway,Lyon,350,800,800,8.32,2.77,4.29,3.18,2.76,Airparif
2024-03-23 00:00:00,2.48,2.42,Transilien,Lyon,120,50,120,2.85,7.59,5.06,1.6,5.19,Airparif
2024-06-06 00:00:00,8.56,4.88,Métro,Strasbourg,120,800,120,5.62,5.68,4.95,4.26,5.61,Météo-France
2024-01-29 00:00:00,6.92,5.22,Bus RATP,Lyon,50,350,120,5.01,6.4,7.57,8.49,8.64,SNCF_Open_Data
2024-01-15 00:00:00,7.69,4.4,TER,Toulouse,350,800,5,3.36,8.0,3.2,7.55,3.21,Météo-France
2024-09-26 00:00:00,6.5,4.34,Métro,Nice,50,800,5,7.49,5.88,6.89,7.0,2.49,Data.gouv.fr
2024-08-17 00:00:00,5.4,1.43,Transilien,Bordeaux,120,800,800,3.76,7.7,4.51,8.58,6.74,SNCF_Open_Data
2024-04-03 00:00:00,7.7,8.22,TER,Montpellier,120,350,5,4.19,6.94,3.53,7.55,7.49,Météo-France
2024-12-11 00:00:00,3.39,6.01,Bus RATP,Montpellier,5,5,350,6.55,3.23,7.17,4.67,6.39,RATP_Open_Data_2024
2024-07-27 00:00:00,6.27,6.41,TER,Montpellier,350,5,120,3.86,3.63,6.19,5.65,2.12,Data.gouv.fr
2024-01-10 00:00:00,6.85,8.44,Bus RATP,Bordeaux,50,50,5,4.32,7.01,7.46,8.44,7.54,RATP_Open_Data_2024
2024-03-09 00:00:00,5.92,5.17,TER,Strasbourg,800,350,350,3.01,7.84,3.79,6.47,3.58,RATP_Open_Data_2024
2024-10-15 00:00:00,5.02,6.88,RER,Paris,800,350,5,3.46,2.5,7.28,3.91,2.58,SNCF_Open_Data
2024-11-01 00:00:00,3.16,1.96,RER,Paris,50,5,50,2.93,2.47,2.57,6.34,8.05,RATP_Open_Data_2024
2024-01-15 00:00:00,8.56,6.75,RER,Lyon,5,120,5,1.67,3.27,3.64,3.52,3.66,RATP_Open_Data_2024
2024-06-22 00:00:00,7.7,1.83,Bus RATP,Marseille,50,800,350,7.3,5.74,1.23,7.55,2.82,Airparif
2024-01-26 00:00:00,7.12,5.34,Métro,Lyon,50,350,5,1.6,3.32,1.33,7.31,4.13,RATP_Open_Data_2024
2024-04-14 00:00:00,8.01,3.51,Métro,Nantes,5,120,50,7.38,3.65,4.61,7.59,5.72,SNCF_Open_Data
2024-10-04 00:00:00,2.01,4.59,Bus RATP,Lyon,350,120,350,3.93,2.94,8.72,5.76,1.86,SNCF_Open_Data
2024-12-18 00:00:00,2.3,3.44,Tramway,Nantes,5,350,120,2.79,1.55,1.72,5.98,7.45,Météo-France
2024-03-22 00:00:00,2.31,6.46,Métro,Bordeaux,120,800,5,8.47,7.35,7.31,6.93,2.43,Airparif
2024-02-03 00:00:00,8.12,5.53,RER,Marseille,800,50,50,8.04,5.49,8.51,5.78,2.96,RATP_Open_Data_2024
2024-05-05 00:00:00,6.37,7.05,TER,Lyon,350,800,5,6.81,5.04,8.1,3.6,3.15,RATP_Open_Data_2024
2024-09-28 00:00:00,6.89,2.09,TER,Lille,5,350,350,3.94,4.61,5.4,2.32,4.54,Airparif
2024-05-18 00:00:00,6.75,6.57,TER,Bordeaux,5,800,50,8.58,7.01,5.7,3.81,6.18,SNCF_Open_Data
2024-04-19 00:00:00,4.07,6.02,TGV,Lyon,350,350,5,4.29,8.28,6.01,8.41,4.52,Airparif
2024-06-28 00:00:00,3.86,4.44,Transilien,Toulouse,50,800,50,4.53,5.83,6.17,4.08,7.32,Météo-France
2024-05-08 00:00:00,1.94,2.23,Métro,Lyon,5,350,800,6.01,7.63,1.97,4.09,3.76,Data.gouv.fr
2024-02-29 00:00:00,2.85,8.35,TGV,Montpellier,5,50,50,5.43,6.41,3.86,2.49,5.01,SNCF_Open_Data
2024-03-03 00:00:00,3.73,3.4,RER,Nice,800,120,5,5.0,6.02,2.04,6.78,3.61,Météo-France
2024-09-04 00:00:00,1.66,5.48,TER,Marseille,120,350,50,2.89,6.0,1.63,7.98,5.0,Data.gouv.fr
2024-09-26 00:00:00,2.23,5.33,Transilien,Toulouse,50,120,5,2.16,6.24,5.46,6.25,3.64,Data.gouv.fr
2024-07-24 00:00:00,5.2,3.71,RER,Montpellier,350,350,5,8.67,8.32,4.99,7.49,1.84,Météo-France
2024-06-16 00:00:00,3.18,6.63,RER,Montpellier,800,350,350,7.68,6.21,7.99,5.52,3.25,Data.gouv.fr
2024-03-08 00:00:00,4.73,1.72,TER,Strasbourg,120,50,120,6.15,6.53,1.68,4.62,6.76,Airparif
2024-04-25 00:00:00,7.36,4.3,Tramway,Toulouse,50,120,5,2.71,7.87,2.25,2.8,2.14,SNCF_Open_Data
2024-09-11 00:00:00,6.63,7.38,Bus RATP,Toulouse,350,120,50,5.28,3.49,4.09,6.52,6.55,RATP_Open_Data_2024
2024-08-23 00:00:00,2.32,6.84,Tramway,Lyon,120,800,50,5.63,6.16,2.69,2.29,8.38,Data.gouv.fr
2024-07-02 00:00:00,1.25,7.67,TGV,Nantes,120,800,5,1.4,5.1,3.51,8.55,4.12,Data.gouv.fr
2024-05-14 00:00:00,5.98,6.03,RER,Montpellier,800,5,800,2.97,4.03,1.22,4.81,3.52,RATP_Open_Data_2024
2024-08-06 00:00:00,8.46,3.31,Tramway,Nantes,800,350,50,4.34,4.08,3.66,3.03,2.17,RATP_Open_Data_2024
2024-07-17 00:00:00,3.13,2.56,Tramway,Lille,5,50,5,5.3,8.3,1.28,1.56,8.35,Airparif
2024-01-23 00:00:00,3.58,2.67,TER,Montpellier,5,800,120,3.1,3.85,4.99,1.32,2.97,Airparif
2024-10-20 00:00:00,3.51,7.89,Transilien,Toulouse,5,120,50,7.12,7.49,4.35,6.93,4.67,Météo-France
2024-10-10 00:00:00,5.43,3.84,Tramway,Marseille,50,800,5,6.22,5.13,2.5,1.36,7.14,RATP_Open_Data_2024
2024-10-09 00:00:00,2.72,3.3,Tramway,Nice,120,350,800,2.14,4.33,6.32,8.3,6.0,SNCF_Open_Data
2024-12-23 00:00:00,2.28,2.22,Transilien,Lille,120,350,50,6.02,4.48,6.35,1.68,6.12,Airparif
2024-10-12 00:00:00,7.64,4.74,Métro,Nantes,5,350,350,3.74,6.31,2.52,2.29,1.22,Airparif
2024-01-07 00:00:00,7.61,6.53,Métro,Marseille,5,5,50,4.32,6.65,8.03,7.25,7.99,RATP_Open_Data_2024
2024-10-06 00:00:00,6.13,7.11,TGV,Montpellier,120,350,350,7.24,7.63,2.85,5.71,5.88,Data.gouv.fr
2024-06-26 00:00:00,4.96,8.62,RER,Strasbourg,5,120,800,5.62,6.98,7.13,6.29,6.16,SNCF_Open_Data
2024-02-04 00:00:00,2.83,6.32,TER,Bordeaux,5,350,350,8.15,2.22,2.97,3.26,3.43,Airparif
2024-09-06 00:00:00,6.05,7.8,Bus RATP,Marseille,120,120,120,3.04,5.56,7.96,6.0,1.23,Météo-France
2024-06-21 00:00:00,7.73,3.05,RER,Marseille,800,50,5,7.25,4.24,3.28,3.32,3.81,Météo-France
2024-03-17 00:00:00,7.24,5.33,Transilien,Montpellier,350,800,800,7.83,5.98,4.16,3.49,5.27,Airparif
2024-04-24 00:00:00,7.94,7.69,TER,Nice,5,120,800,8.75,4.77,1.41,2.45,3.73,Data.gouv.fr
2024-02-03 00:00:00,3.24,1.7,TER,Nantes,5,350,350,5.13,5.87,2.85,7.24,6.8,Airparif
2024-11-04 00:00:00,6.31,5.51,TGV,Marseille,120,120,5,2.0,7.21,3.38,2.13,2.31,Airparif
2024-09-10 00:00:00,7.36,1.84,Bus RATP,Paris,50,50,800,7.28,2.93,1.93,7.35,3.78,Airparif
2024-10-26 00:00:00,7.96,5.43,Bus RATP,Toulouse,350,120,5,5.09,5.42,2.81,2.66,3.13,Data.gouv.fr
2024-12-24 00:00:00,1.88,6.13,RER,Montpellier,800,120,800,6.1,7.74,7.17,3.69,1.21,SNCF_Open_Data
2024-01-21 00:00:00,6.49,7.71,RER,Montpellier,120,120,800,2.46,4.49,3.38,5.19,1.62,Data.gouv.fr
2024-05-28 00:00:00,3.24,4.44,TER,Strasbourg,800,350,800,1.61,8.7,5.61,2.96,8.21,Météo-France
2024-11-02 00:00:00,8.58,1.22,Transilien,Toulouse,800,800,350,8.47,4.53,6.82,5.21,3.9,SNCF_Open_Data
2024-10-18 00:00:00,2.93,6.99,Métro,Paris,50,50,50,3.85,7.19,7.8,8.47,6.23,SNCF_Open_Data
2024-11-28 00:00:00,3.68,5.38,RER,Paris,5,5,50,1.25,2.82,4.56,1.65,4.65,Airparif
2024-05-29 00:00:00,2.12,5.88,TER,Lyon,5,120,120,2.12,4.86,5.71,8.37,5.41,Airparif
2024-09-13 00:00:00,3.55,8.27,Transilien,Strasbourg,120,120,5,1.69,4.54,6.82,4.83,2.58,Data.gouv.fr
2024-10-02 00:00:00,3.51,7.02,RER,Montpellier,5,120,50,3.56,6.02,8.45,4.93,5.53,SNCF_Open_Data
2024-08-14 00:00:00,8.29,8.66,Métro,Paris,5,800,120,2.6,2.37,1.71,2.97,4.7,Météo-France
2024-06-18 00:00:00,2.89,8.65,TER,Marseille,120,50,50,3.24,3.03,8.77,4.56,4.64,RATP_Open_Data_2024
2024-10-27 00:00:00,2.94,6.57,Tramway,Montpellier,5,50,350,3.42,4.0,5.98,4.38,1.61,Météo-France
2024-08-11 00:00:00,3.2,3.18,Tramway,Lille,120,350,350,7.44,3.37,7.98,3.89,5.72,RATP_Open_Data_2024
2024-05-25 00:00:00,8.17,3.22,RER,Lyon,800,50,5,6.81,7.96,1.71,6.08,4.96,RATP_Open_Data_2024
